bgg_id,mechanic
92094,Paper-and-Pencil
92120,"Dice Rolling, Push Your Luck, Variable Player Powers, Cooperative Game, Worker Placement"
92140,"Dice Rolling, Hexagon Grid, Point to Point Movement"
92177,"Dice Rolling, Team-Based Game"
92186,"Dice Rolling, Trading, Roll / Spin and Move, Worker Placement"
92190,"Dice Rolling, Action Points, Modular Board, Variable Player Powers, Variable Phase Order, Team-Based Game"
92319,"Area Majority / Influence, Set Collection, Area Movement, Time Track"
92363,"Dice Rolling, Simulation, Area Movement, Secret Unit Deployment, Campaign / Battle Card Driven"
92415,"Auction/Bidding, Hand Management, Player Elimination, Betting and Bluffing"
92465,"Variable Player Powers, Voting, Role Playing, Deduction, Betting and Bluffing, Team-Based Game"
92497,"Dice Rolling, Negotiation"
92499,Dice Rolling
92643,Hand Management
92644,"Modular Board, Cooperative Game, Deduction"
92646,Betting and Bluffing
92661,"Voting, Paper-and-Pencil, Betting and Bluffing"
92666,"Area Majority / Influence, Hand Management, Simultaneous Action Selection, Tile Placement, Modular Board"
92759,"Dice Rolling, Variable Player Powers, Area Movement"
92776,"Area Majority / Influence, Dice Rolling, Simultaneous Action Selection, Area Movement, Secret Unit Deployment"
92777,"Dice Rolling, Hand Management, Simultaneous Action Selection, Variable Player Powers"
92828,"Voting, Targeted Clues, Storytelling"
92838,Dexterity
92852,Betting and Bluffing
92876,Set Collection
92879,"Dice Rolling, Deduction, Memory"
92960,Drafting
93001,"Dice Rolling, Set Collection, Push Your Luck"
93044,Dexterity
93134,Dice Rolling
93138,Simultaneous Action Selection
93164,Pattern Building
93185,Pattern Building
93194,"Auction/Bidding, Variable Player Powers, Variable Phase Order, Deduction"
93260,"Dice Rolling, Hand Management, Variable Player Powers, Grid Movement, Stat Check Resolution, Deck Construction"
93271,"Hand Management, Drafting"
93275,Set Collection
93287,"Hand Management, Variable Player Powers"
93400,"Tile Placement, Network and Route Building"
93402,"Simultaneous Action Selection, Action Points, Variable Player Powers, Dexterity"
93463,"Dice Rolling, Roll / Spin and Move"
93522,"Hand Management, Pattern Recognition"
93537,"Area Majority / Influence, Auction/Bidding, Pick-up and Deliver, Worker Placement"
93538,"Dice Rolling, Action Points, Area Movement"
93540,"Area Majority / Influence, Auction/Bidding"
93541,"Area Majority / Influence, Hand Management, Set Collection"
93555,"Tile Placement, Pattern Building"
93563,"Dice Rolling, Action Points, Betting and Bluffing, Team-Based Game"
93575,Tile Placement
93577,"Hand Management, Set Collection, Pick-up and Deliver"
93578,"Hand Management, Set Collection, Drafting"
93594,"Team-Based Game, Drafting"
93678,"Betting and Bluffing, Drafting"
93679,"Hand Management, Set Collection, Modular Board"
93724,"Auction/Bidding, Commodity Speculation, Betting and Bluffing"
93733,"Auction/Bidding, Set Collection, Memory"
93819,Hand Management
93867,"Hexagon Grid, Action Points"
93879,"Auction/Bidding, Worker Placement"
93895,"Dice Rolling, Modular Board"
93971,"Hand Management, Random Production, Highest-Lowest Scoring, Take That"
93997,Tile Placement
94002,"Hand Management, Action Points, Modular Board, Variable Phase Order"
94104,"Area Majority / Influence, Hand Management, Variable Player Powers, Drafting"
94116,Dexterity
94123,"Area Majority / Influence, Tile Placement, Action Points"
94140,"Grid Movement, Deduction, Secret Unit Deployment"
94142,Dice Rolling
94246,"Dice Rolling, Variable Player Powers, Area Movement, Team-Based Game, Campaign / Battle Card Driven"
94255,"Dice Rolling, Area Movement"
94331,"Dice Rolling, Action Points, Point to Point Movement, Campaign / Battle Card Driven, Solo / Solitaire Game"
94338,Tile Placement
94346,"Simultaneous Action Selection, Pattern Recognition"
94362,"Dice Rolling, Hand Management, Variable Player Powers, Cooperative Game, Deck, Bag, and Pool Building"
94363,Tile Placement
94365,"Variable Player Powers, Player Elimination, Betting and Bluffing, Team-Based Game"
94371,"Dice Rolling, Hexagon Grid, Scenario / Mission / Campaign Game, Simulation, Zone of Control"
94373,"Dice Rolling, Hexagon Grid"
94375,"Area Majority / Influence, Dice Rolling, Point to Point Movement, Simulation, Campaign / Battle Card Driven"
94389,"Hand Management, Push Your Luck, Cooperative Game, Solo / Solitaire Game, Move Through Deck"
94396,"Dice Rolling, Hexagon Grid, Simulation, Ratio / Combat Results Table, Zone of Control"
94456,"Pattern Building, Real-Time"
94476,Hand Management
94480,"Hand Management, Set Collection, Network and Route Building, Variable Player Powers, Variable Phase Order, Drafting"
94481,"Set Collection, Cooperative Game"
94483,"Pattern Recognition, Cooperative Game"
94484,"Once-Per-Game Abilities, Cooperative Game, Memory"
94486,Cooperative Game
94493,"Dice Rolling, Tile Placement, Modular Board"
94571,Roll / Spin and Move
94596,"Dice Rolling, Roll / Spin and Move"
94615,"Dice Rolling, Hexagon Grid"
94633,"Hand Management, Action Points"
94683,"Area Movement, Cooperative Game, Deduction"
94684,"Memory, Physical"
94724,"Voting, Storytelling"
94731,"Dice Rolling, Modular Board, Roll / Spin and Move"
94732,"Dice Rolling, Modular Board, Roll / Spin and Move"
94733,"Dice Rolling, Modular Board, Roll / Spin and Move"
94734,"Dice Rolling, Modular Board, Roll / Spin and Move"
94746,Pattern Building
94822,"Hand Management, Set Collection, Push Your Luck"
94837,"Point to Point Movement, Deduction"
94891,"Tile Placement, Deduction, Betting and Bluffing"
94902,"Dice Rolling, Role Playing"
94915,"Dice Rolling, Hand Management, Trading, Variable Player Powers, Take That"
94949,"Dice Rolling, Action Points, Point to Point Movement, Campaign / Battle Card Driven, Solo / Solitaire Game"
94958,"Set Collection, Pattern Recognition"
95064,"Hand Management, Drafting, Deck, Bag, and Pool Building"
95103,"Dice Rolling, Push Your Luck, Roll / Spin and Move, Variable Player Powers, Area Movement, Cooperative Game, Pick-up and Deliver"
95105,"Dice Rolling, Hand Management, Simultaneous Action Selection"
95115,Hand Management
95128,"Area Majority / Influence, Dice Rolling"
95234,"Hand Management, Take That, Storytelling"
95364,Pattern Building
95386,"Hand Management, Push Your Luck, Memory"
95449,"Voting, Betting and Bluffing"
95503,"Set Collection, Drafting"
95527,"Area Majority / Influence, Dice Rolling, Worker Placement"
95589,Simultaneous Action Selection
95607,"Dice Rolling, Hand Management, Negotiation, Trading"
95613,"Hand Management, Set Collection, Negotiation, I Cut, You Choose"
95679,Set Collection
95695,"Dice Rolling, Hand Management, Drafting"
95705,"Dice Rolling, Set Collection, Point to Point Movement"
95710,"Real-Time, Dexterity"
95756,"Paper-and-Pencil, Dexterity, Physical"
95765,"Dice Rolling, Race"
95800,Tile Placement
95810,Set Collection
95893,"Pattern Building, Network and Route Building, Drafting"
96007,"Hand Management, Variable Player Powers, Drafting, TableauBuilding"
96026,"Auction/Bidding, Tile Placement, Stock Holding, Network and Route Building"
96061,"Action Points, Point to Point Movement"
96152,"Hand Management, Drafting, Deck, Bag, and Pool Building"
96157,"Dice Rolling, Hexagon Grid, Campaign / Battle Card Driven"
96188,"Hand Management, Set Collection"
96260,Hand Management
96266,"Area Majority / Influence, Dice Rolling, Hand Management, Set Collection, Point to Point Movement, Trading, Pick-up and Deliver"
96310,"Action Points, Chit-Pull System"
96342,"Deduction, Storytelling"
96345,"Deduction, Storytelling"
96440,"Area Majority / Influence, Point to Point Movement"
96564,"Simultaneous Action Selection, Area Movement, Betting and Bluffing"
96602,"Dice Rolling, Paper-and-Pencil, Simulation"
96608,"Auction/Bidding, Dice Rolling, Roll / Spin and Move, Deduction, Dexterity"
96613,"Set Collection, Action Points, Modular Board, Negotiation, Trading, Grid Movement, Voting, Betting and Bluffing, Pick-up and Deliver, Single Loser Game"
96626,"Hand Management, Variable Player Powers"
96628,"Dice Rolling, Roll / Spin and Move, Grid Movement, Bingo"
96703,"Dice Rolling, Tile Placement, Modular Board, Roll / Spin and Move, Role Playing"
96704,"Area Majority / Influence, Hand Management, Simultaneous Action Selection, Enclosure, Modular Board"
96713,"Dice Rolling, Tile Placement, Modular Board, Worker Placement"
96728,"Dice Rolling, Simulation"
96749,"Dice Rolling, Hexagon Grid, Grid Movement, Simulation"
96765,Hand Management
96792,"Area Majority / Influence, Hand Management, Set Collection, Take That, Drafting"
96848,"Dice Rolling, Hand Management, Hexagon Grid, Modular Board, Variable Player Powers, Grid Movement, Role Playing, Cooperative Game, Solo / Solitaire Game, Drafting, Deck, Bag, and Pool Building"
96913,"Area Majority / Influence, Auction/Bidding, Voting, Worker Placement"
97093,Hand Management
97094,"Dice Rolling, Worker Placement"
97207,"Auction/Bidding, Hand Management, Simultaneous Action Selection, Worker Placement"
97248,"Dice Rolling, Action Points, Variable Player Powers"
97273,"Action Points, Variable Phase Order"
97287,Dice Rolling
97329,"Hand Management, Variable Player Powers"
97332,"Hand Management, Variable Player Powers"
97339,Trick-taking
97357,"Auction/Bidding, Tile Placement, Variable Player Powers, Layering, Drafting"
97377,"Dice Rolling, Line of Sight, Measurement Movement"
97432,"Network and Route Building, Variable Phase Order"
97433,"Dice Rolling, Hexagon Grid, Grid Movement, Simulation"
97469,"Hand Management, Tile Placement, Enclosure"
97494,"Dice Rolling, Hexagon Grid, Simulation"
97512,"Hand Management, Grid Movement, Drafting, Deck, Bag, and Pool Building"
97521,"Chit-Pull System, Pick-up and Deliver"
97655,"Dice Rolling, Modular Board, Pick-up and Deliver"
97683,"Auction/Bidding, Stock Holding"
97747,Team-Based Game
97751,"Dice Rolling, Roll / Spin and Move"
97786,"Area Majority / Influence, Dice Rolling, Variable Player Powers, Area Movement, King of the Hill"
97803,"Hand Management, Variable Player Powers, Drafting, Deck, Bag, and Pool Building"
97824,"Modular Board, Area Movement, Cooperative Game"
97842,"Hand Management, Action Points, Victory Points as a Resource, Worker Placement, TableauBuilding"
97875,"Area Majority / Influence, Dice Rolling, Set Collection, Action Points, Modular Board, Worker Placement"
97888,"Auction/Bidding, Set Collection, Negotiation, Trading, Roll / Spin and Move, Player Elimination"
97903,"Set Collection, Variable Player Powers, Area Movement, Dexterity"
97915,"Area Majority / Influence, Variable Player Powers, Simulation, Drafting"
97939,"Area Majority / Influence, Hand Management, Player Elimination, Area Movement"
97990,Hand Management
98046,"Hand Management, Drafting"
98085,"Hand Management, Tile Placement"
98122,"Team-Based Game, Dexterity"
98189,Pattern Recognition
98197,"Dice Rolling, Hand Management, Hexagon Grid, Tile Placement, Pattern Building, Modular Board, Negotiation, Variable Player Powers, Area Movement"
98203,"Hand Management, Variable Player Powers"
98229,"Line Drawing, Real-Time, Dexterity"
98242,"Cooperative Game, Team-Based Game, Drafting, Deck, Bag, and Pool Building"
98261,"Dice Rolling, Variable Player Powers"
98315,"Dice Rolling, Action Points, Push Your Luck, Variable Player Powers, Grid Movement, Pick-up and Deliver"
98347,"Dice Rolling, Set Collection, Action Points, Trading"
98350,"Hand Management, Campaign / Battle Card Driven"
98351,"Hand Management, Drafting, Deck, Bag, and Pool Building"
98352,"Dice Rolling, Drafting"
98371,Dexterity
98426,"Hand Management, Team-Based Game, Drafting"
98443,"Dice Rolling, Network and Route Building, Variable Player Powers, Worker Placement"
98472,"Hand Management, Tile Placement"
98475,"Hand Management, Worker Placement, Drafting, Deck, Bag, and Pool Building"
98527,"Dice Rolling, Set Collection, Modular Board, Variable Player Powers, Role Playing, Cooperative Game"
98529,Dexterity
98739,"Area Majority / Influence, Dice Rolling, Paper-and-Pencil, Area Movement, Deduction, Betting and Bluffing, Secret Unit Deployment"
98762,"Area Majority / Influence, Dice Rolling, Action Points"
98778,"Hand Management, Set Collection, Cooperative Game, Deduction, Memory, Communication Limits"
98780,"Area Majority / Influence, Enclosure, Point to Point Movement, Variable Player Powers"
98857,"Set Collection, Drafting"
98918,"Dice Rolling, Events, Simulation, Cooperative Game, Drafting"
98931,"Dice Rolling, Set Collection, Area Movement"
98960,"Dice Rolling, Action Points, Modular Board, Area Movement, Pick-up and Deliver, Worker Placement"
98975,"Dice Rolling, Hexagon Grid, Scenario / Mission / Campaign Game"
98978,"Dice Rolling, Pattern Building"
99038,"Pattern Recognition, Memory"
99042,"Area Majority / Influence, Dice Rolling, Point to Point Movement, Movement Points, Simulation"
99044,Hexagon Grid
99062,Hexagon Grid
99078,"Area Majority / Influence, Dice Rolling, Hand Management, Variable Player Powers, Events, Simulation, Campaign / Battle Card Driven"
99079,"Dice Rolling, Roll / Spin and Move, Area Movement"
99081,"Dice Rolling, Pattern Recognition, Real-Time"
99097,"Hand Management, Drafting"
99120,"Dice Rolling, Variable Player Powers, Grid Movement, Player Elimination, Team-Based Game"
99130,"Dice Rolling, Point to Point Movement, Campaign / Battle Card Driven, Solo / Solitaire Game"
99131,"Tile Placement, Simulation, Betting and Bluffing, Solo / Solitaire Game"
99132,"Area Majority / Influence, Set Collection, Enclosure, Negotiation, Simulation, Variable Phase Order, Worker Placement"
99219,"Set Collection, Pattern Building, Pattern Recognition, Real-Time, Speed Matching"
99227,Paper-and-Pencil
99254,"Auction/Bidding, Set Collection, Negotiation, Trading, Roll / Spin and Move, Player Elimination"
99286,"Hand Management, Drafting"
99308,Hand Management
99312,"Dice Rolling, Tile Placement"
99313,"Dice Rolling, Hexagon Grid, Grid Movement, Simulation, Zone of Control"
99358,"Dice Rolling, Hexagon Grid"
99392,"Area Majority / Influence, Dice Rolling, Simultaneous Action Selection, Negotiation, Campaign / Battle Card Driven"
99437,"Modular Board, Grid Movement, Deduction, Betting and Bluffing, Secret Unit Deployment"
99459,"Dice Rolling, Modular Board, Roll / Spin and Move, Betting and Bluffing"
99479,"Set Collection, Pick-up and Deliver"
99573,"Dice Rolling, Hexagon Grid, Line of Sight"
99630,"Auction/Bidding, Stock Holding, Trading"
99655,"Area Majority / Influence, Hand Management, Pattern Building, Network and Route Building"
99696,"Auction/Bidding, Trick-taking, Betting and Bluffing, Team-Based Game, Hidden Roles"
99698,Dice Rolling
99707,"Area Majority / Influence, Dice Rolling, Simultaneous Action Selection"
99770,"Hand Management, Betting and Bluffing"
99777,"Team-Based Game, Hidden Movement"
99791,"Auction/Bidding, Hand Management, Negotiation, Betting and Bluffing, Drafting"
99808,"Area Majority / Influence, Simultaneous Action Selection"
99875,"Dice Rolling, Set Collection, Push Your Luck, Re-rolling and Locking"
99880,"Hand Management, Memory"
99881,Tile Placement
99918,"Dice Rolling, Roll / Spin and Move"
99935,"Dice Rolling, Action Points, Point to Point Movement, Campaign / Battle Card Driven, Chit-Pull System, Solo / Solitaire Game"
99949,"Dice Rolling, Hand Management, Variable Player Powers, Area Movement, Memory, Team-Based Game, Drafting"
99976,"Auction/Bidding, Hand Management, Tile Placement, Modular Board, Dexterity"
99992,"Hand Management, Real-Time"
100015,"Dice Rolling, Race"
100089,"Dice Rolling, Tile Placement, Modular Board"
100104,Point to Point Movement
100169,"Area Movement, Deduction, Solo / Solitaire Game"
100172,"Area Majority / Influence, Hand Management"
100275,"Set Collection, Network and Route Building, Point to Point Movement"
100278,Pattern Recognition
100374,"Area Majority / Influence, Modular Board, Variable Player Powers, Area Movement"
100423,"Dice Rolling, Modular Board, Variable Player Powers, Cooperative Game, Solo / Solitaire Game, Die Icon Resolution, Re-rolling and Locking"
100447,"Cooperative Game, Memory"
100470,"Real-Time, Physical"
100473,"Network and Route Building, Pick-up and Deliver"
100670,"Trick-taking, Set Collection, Betting and Bluffing"
100679,"Dice Rolling, Hand Management, Simultaneous Action Selection, Variable Player Powers, Grid Movement, Player Elimination"
100734,"Hand Management, Set Collection, Drafting"
100758,"Point to Point Movement, Deduction, Pick-up and Deliver"
100795,"Dice Rolling, Variable Player Powers, Dexterity"
100798,"Dice Rolling, Modular Board"
100901,"Dice Rolling, Action Points, Square Grid, Variable Player Powers, Grid Movement, Simulation, Cooperative Game, Pick-up and Deliver, Solo / Solitaire Game"
101013,"Area Movement, Deduction, Secret Unit Deployment, Team-Based Game, Hidden Movement"
101020,"Area Majority / Influence, Hand Management, Set Collection, Drafting"
101118,"Dice Rolling, Area Movement, Area-Impulse"
101206,"Dice Rolling, Hexagon Grid, Grid Movement, Simulation, Zone of Control"
101239,Hand Management
101335,Real-Time
101420,Hand Management
101463,Set Collection
101519,"Simultaneous Action Selection, Secret Unit Deployment, Real-Time, Physical"
101539,"Area Majority / Influence, Dice Rolling, Square Grid, Grid Movement, Simulation, Secret Unit Deployment, Campaign / Battle Card Driven"
101628,"Hexagon Grid, Simulation, Chit-Pull System"
101629,"Dice Rolling, Hexagon Grid, Grid Movement, Simulation, Drafting"
101644,"Dice Rolling, Action Points, Variable Player Powers"
101660,"Simultaneous Action Selection, Set Collection, Negotiation, Action Timer, Real-Time, Dexterity"
101668,"Memory, Team-Based Game, Physical"
101682,"Hexagon Grid, Simulation"
101685,"Hand Management, Set Collection"
101718,"Hand Management, Set Collection, Drafting, Deck, Bag, and Pool Building"
101721,"Dice Rolling, Simultaneous Action Selection, Variable Player Powers, Grid Movement, Line of Sight, Deck Construction"
101723,"Trick-taking, Team-Based Game"
101737,"Dice Rolling, Dexterity"
101766,"Dice Rolling, Action Points, Variable Phase Order, Worker Placement"
101785,"Dice Rolling, Simultaneous Action Selection, Push Your Luck, Cooperative Game"
101786,"Dice Rolling, Action Points, Modular Board"
101796,"Dice Rolling, Push Your Luck"
101865,"Dice Rolling, Variable Player Powers, Line of Sight, Movement Template"
101929,"Modular Board, Campaign / Battle Card Driven, Drafting"
101930,"Dice Rolling, Hand Management, Set Collection, Variable Player Powers"
101954,Dice Rolling
101988,"Action Points, Point to Point Movement, Variable Player Powers, Area Movement"
102104,"Hand Management, Set Collection"
102107,"Modular Board, Variable Phase Order"
102144,Dexterity
102145,"Dice Rolling, Hexagon Grid, Grid Movement, Simulation, Ratio / Combat Results Table, Chit-Pull System, Zone of Control"
102148,"Variable Player Powers, Deduction, Secret Unit Deployment"
102150,"Auction/Bidding, Network and Route Building"
102151,Network and Route Building
102159,"Roll / Spin and Move, Simulation"
102181,"Deduction, Betting and Bluffing, Memory"
102219,Dexterity
102237,"Hand Management, Hexagon Grid, Action Points, Variable Player Powers, Grid Movement, Campaign / Battle Card Driven"
102253,"Dice Rolling, Hand Management, Simulation, Drafting, Deck, Bag, and Pool Building"
102275,"Push Your Luck, Solo / Solitaire Game, Drafting"
102346,Hexagon Grid
102435,"Point to Point Movement, Campaign / Battle Card Driven, Solo / Solitaire Game"
102548,"Dice Rolling, Modular Board, Point to Point Movement, Variable Set-up, Variable Player Powers, Cooperative Game, Drafting, Dexterity"
102610,"Area Majority / Influence, Set Collection, I Cut, You Choose"
102652,"Hand Management, Variable Player Powers, Cooperative Game, Solo / Solitaire Game"
102676,Physical
102680,"Hand Management, Set Collection, Area Movement, Mancala, Drafting"
102681,"Hand Management, Variable Phase Order, Worker Placement"
102690,"Dice Rolling, Set Collection, Variable Player Powers, Drafting"
102698,"Dice Rolling, Hand Management, Trading, Push Your Luck, Variable Player Powers, Secret Unit Deployment, Drafting"
102750,Dice Rolling
102794,"Tile Placement, Increase Value of Unchosen Resources, Solo / Solitaire Game, Worker Placement, Automatic Resource Growth"
102835,"Variable Phase Order, Drafting"
102859,Roll / Spin and Move
102881,Grid Movement
102897,"Hand Management, Take That"
102898,"Set Collection, Variable Player Powers, Drafting"
102940,"Dice Rolling, Push Your Luck"
102965,"Deduction, Secret Unit Deployment"
103016,"Dice Rolling, Set Collection, Paper-and-Pencil"
103039,"Area Movement, Minimap Resolution"
103061,"Pattern Building, I Cut, You Choose"
103077,"Betting and Bluffing, Memory"
103091,"Dice Rolling, Network and Route Building, Negotiation, Trading"
103092,"Area Majority / Influence, Action Points, Worker Placement"
103132,"Hand Management, Stock Holding, Drafting"
103184,"Set Collection, Modular Board, Commodity Speculation, Memory, Drafting"
103185,"Tile Placement, Worker Placement, TableauBuilding, Rondel"
103191,"Hand Management, Variable Player Powers, Drafting, Deck, Bag, and Pool Building"
103235,"Tile Placement, Action Points, Modular Board, Grid Movement, Drafting"
103236,"Pattern Recognition, Real-Time, Dexterity"
103261,Voting
103327,"Dice Rolling, Point to Point Movement"
103328,"Auction/Bidding, Hand Management"
103339,"Dice Rolling, Hexagon Grid, Simulation, Zone of Control"
103343,"Area Majority / Influence, Auction/Bidding, Hand Management, Simultaneous Action Selection, Negotiation, Variable Player Powers, Player Elimination, Area Movement, Betting and Bluffing, Prisoner's Dilemma, Card Play Conflict Resolution, Order Counters"
103368,"Simultaneous Action Selection, Action Queue, Programmed Movement"
103402,"Paper-and-Pencil, Team-Based Game, Line Drawing, Physical"
103405,"Set Collection, Roll / Spin and Move"
103469,"Area Majority / Influence, Dice Rolling, Set Collection, Player Elimination, Area Movement"
103573,"Dice Rolling, Hand Management, Modular Board, Variable Player Powers"
103638,"Roll / Spin and Move, Pick-up and Deliver"
103640,"Dice Rolling, Tile Placement"
103649,"Hand Management, Simultaneous Action Selection"
103651,Hand Management
103660,"Simultaneous Action Selection, Negotiation, Trading, Variable Player Powers, Variable Phase Order, Commodity Speculation, Betting and Bluffing, Memory, Worker Placement"
103666,"Area Majority / Influence, Action Points, Variable Player Powers, Area Movement"
103670,"Dice Rolling, Action Points, Variable Player Powers"
103686,"Hand Management, Set Collection, Trading, Drafting"
103714,"Auction/Bidding, Variable Player Powers"
103745,"Modular Board, Commodity Speculation, Pick-up and Deliver"
103752,"Hand Management, Tile Placement, Grid Movement"
103755,"Set Collection, Tile Placement"
103783,"Dice Rolling, Betting and Bluffing"
103806,"Hand Management, Point to Point Movement"
103807,"Set Collection, Tile Placement, Physical"
103811,Tile Placement
103814,"Pattern Building, Paper-and-Pencil"
103828,Hand Management
103830,"Pattern Building, Grid Movement"
103843,"Dice Rolling, Push Your Luck"
103844,"Dice Rolling, Worker Placement"
103877,"Pattern Building, Roll / Spin and Move"
103883,"Set Collection, Pattern Recognition, Modular Board, Network and Route Building, Pick-up and Deliver"
103885,"Dice Rolling, Simultaneous Action Selection, Variable Player Powers, Action Queue, Player Elimination, Simulation, Betting and Bluffing, Line of Sight, Critical Hits and Failures, Movement Template"
103886,"Hand Management, Variable Player Powers"
103922,Dice Rolling
103937,"Cooperative Game, Campaign / Battle Card Driven"
103975,"Area Majority / Influence, Action Points, Grid Movement"
104006,"Area Majority / Influence, Set Collection, Worker Placement, Contracts"
104020,"Auction/Bidding, Tile Placement, Market, Modular Board, Grid Movement, Variable Phase Order, Worker Placement"
104029,"Area Majority / Influence, Tile Placement, Enclosure, Modular Board"
104063,"Hand Management, Drafting"
104162,"Dice Rolling, Hand Management, Action Points, Modular Board, Variable Player Powers, Grid Movement, Scenario / Mission / Campaign Game, Movement Points, Cooperative Game, Map Addition, Team-Based Game, Stat Check Resolution, Multiple Maps, Line of Sight"
104234,"Hand Management, Simultaneous Action Selection"
104239,Betting and Bluffing
104340,"Modular Board, Simulation, Pick-up and Deliver"
104347,"Dice Rolling, Modular Board, Commodity Speculation, Memory, Pick-up and Deliver, Worker Placement, Resource to Move, Track Movement"
104351,Hexagon Grid
104353,"Dice Rolling, Area Movement"
104363,"Alliances, Area Majority / Influence, Auction/Bidding, Hand Management, Point to Point Movement, Negotiation, Variable Player Powers, Team-Based Game, Force Commitment"
104376,Memory
104377,"Auction/Bidding, Hand Management, Simultaneous Action Selection, Memory"
104498,"Dice Rolling, Area Movement"
104553,"Tile Placement, Pattern Building"
104555,"Pattern Building, Memory"
104558,"Dice Rolling, Hand Management, Roll / Spin and Move"
104573,"Tile Placement, Stock Holding, Enclosure, Commodity Speculation"
104575,"Modular Board, Variable Player Powers, Worker Placement"
104581,"Auction/Bidding, Dice Rolling, Stock Holding, Negotiation, Player Elimination, Commodity Speculation, Real-Time"
104617,"Hand Management, Tile Placement, Network and Route Building, Variable Player Powers, Take That, Drafting"
104627,"Hand Management, Negotiation, Trading, Worker Placement, Drafting, Deck, Bag, and Pool Building"
104640,"Hand Management, Role Playing, Betting and Bluffing"
104655,"Simultaneous Action Selection, Simulation"
104710,"Dice Rolling, Hand Management, Modular Board, Variable Set-up, Grid Movement, Player Elimination, Take That, Pick-up and Deliver, Map Deformation, Line of Sight, Interrupts, Deck Construction"
104736,Voting
104769,"Pattern Recognition, Dexterity"
104770,"Dice Rolling, Set Collection, Trading, Roll / Spin and Move"
104775,"Push Your Luck, Memory, Pick-up and Deliver"
104780,"Dice Rolling, Set Collection, Roll / Spin and Move"
104798,Cooperative Game
104805,"Dice Rolling, Dexterity"
104809,Dice Rolling
104858,"Dice Rolling, Betting and Bluffing, Physical"
104955,"Area Majority / Influence, Hand Management, Area Movement, Rondel"
104994,"Tile Placement, Pattern Building, Pick-up and Deliver, Drafting"
105023,"Dice Rolling, Area Movement, Solo / Solitaire Game"
105024,"Dice Rolling, Simulation, Area Movement, Chit-Pull System, Drafting"
105037,"Hand Management, Worker Placement, Drafting, TableauBuilding"
105123,"Hexagon Grid, Memory"
105134,"Dice Rolling, Variable Player Powers, Player Elimination, Area Movement, Drafting, Legacy Game"
105187,"Area Majority / Influence, Auction/Bidding, Worker Placement"
105199,"Hand Management, Set Collection, Modular Board"
105265,Tile Placement
105280,Real-Time
105305,Memory
105550,Dice Rolling
105551,"Area Majority / Influence, Auction/Bidding, Hexagon Grid, Tile Placement, Modular Board, Negotiation, Trading, Grid Movement, Commodity Speculation, Map Addition, Worker Placement, Traitor Game, Semi-Cooperative Game"
105593,"Hand Management, Dexterity"
105602,Real-Time
105624,"Dice Rolling, Tile Placement, Area Movement, Memory"
105864,Trick-taking
105866,"Set Collection, Memory"
106113,"Dice Rolling, Hand Management, Square Grid, Modular Board, Variable Player Powers, Grid Movement, Campaign / Battle Card Driven"
106174,"Hand Management, Set Collection, Deduction, Betting and Bluffing"
106217,"Action Points, Modular Board, Area Movement, Worker Placement"
106523,"Dice Rolling, Variable Phase Order"
106560,Set Collection
106631,"Area Majority / Influence, Simultaneous Action Selection, Area Movement"
106662,"Modular Board, Network and Route Building, Area Movement, Drafting"
106753,"Memory, Physical"
106836,"Auction/Bidding, Hand Management"
106929,"Memory, Dexterity"
106935,Memory
106969,"Dice Rolling, Pattern Recognition, Simulation, Betting and Bluffing"
106978,"Dice Rolling, Hexagon Grid, Chit-Pull System"
106999,"Tile Placement, Enclosure"
107012,Hexagon Grid
107027,Hexagon Grid
107029,"Pattern Recognition, Memory, Real-Time"
107056,"Dice Rolling, Memory, Secret Unit Deployment"
107148,"Simultaneous Action Selection, Simulation, Team-Based Game"
107173,"Hand Management, Set Collection"
107181,"Dice Rolling, Team-Based Game"
107190,"Hand Management, Variable Player Powers, Team-Based Game"
107255,"Auction/Bidding, Victory Points as a Resource, Variable Player Powers, Area Movement"
107372,"Dice Rolling, Hexagon Grid, Grid Movement, Movement Points, Simulation, Zone of Control"
107435,Dice Rolling
107463,"Tile Placement, Betting and Bluffing, Team-Based Game"
107464,Memory
107529,"Area Majority / Influence, Hexagon Grid, Enclosure, Modular Board, Variable Set-up, Chaining"
107549,"Cooperative Game, Team-Based Game, Dexterity, Physical"
107583,"Hand Management, Trick-taking"
107604,Voting
107635,"Hand Management, Tile Placement, Square Grid, Variable Set-up, Grid Movement, End Game Bonuses, Drafting"
107638,"Hand Management, Deck, Bag, and Pool Building"
107649,Dexterity
107680,"Memory, Dexterity"
107703,"Dice Rolling, Hexagon Grid, Simulation"
107704,"Area Majority / Influence, Dice Rolling, Negotiation, Voting, Simulation, Area Movement, Secret Unit Deployment, Team-Based Game"
107733,"Hand Management, Simultaneous Action Selection"
107811,"Hand Management, Betting and Bluffing, Drafting"
107829,Tile Placement
107834,"Area Majority / Influence, Auction/Bidding, Hand Management, Set Collection, Betting and Bluffing"
107861,"Area Majority / Influence, Action Points, Negotiation, Trading, Area Movement, Team-Based Game"
107917,"Dice Rolling, Simulation, Measurement Movement"
107938,"Dice Rolling, Trick-taking, Pattern Building"
107971,Roll / Spin and Move
108012,"Dice Rolling, Roll / Spin and Move, Area Movement"
108018,"Hand Management, Set Collection, Betting and Bluffing"
108044,"Hand Management, Simultaneous Action Selection"
